9380;Пастрами и малосольные огурцы;650;276
9381;Антипасти;450;276
9382;Креветки васаби;690;276
9383;Аджапсандал;630;276
9384;Салат Арабский;630;276
9385;Салат Табуле с киноа;550;276
9386;Киноа-боул и лосось;550;276
9387;Страчателла и томаты;1100;276
9388;Тунец, клубника и хурма;990;276
9389;Салат Греческий с креветками;650;276
9390;Салат Цезарь;1450;276
9391;Сладкие томаты с луком;1350;276
9392;Томаты и оливки Греко;1500;276
9393;Страчателла и креветки;1300;276
9394;Тунец татаки и гаукомоле;1300;276
9395;Креветки темпура и авокадо;470;276
9396;Кейл гребешки и клубника;350;276
9397;Грибная похлебка;400;276
9398;Том-Ям, креветки и осьминог;410;276
9399;Израильский куриный суп;750;276
9400;Бургер Блючиз;110;276
9401;Куриная шаварма в пите;110;276
9402;Хумус с фалафелем;360;277
9403;Бабагануш;450;277
9404;Шаурма с курицей;280;277
9405;Шаурма с фалафелем;360;277
9406;Шакшука с яйцом пашот;390;277
9407;Тыквенный крем-суп;370;277
9408;Хумус с грибами;140;277
9409;Хумус с курицей;570;277
9410;Хумус с заатаром;470;277
9411;Фалафель;400;277
9412;Табуле;320;277
9413;Овощные палочки с хумусом;239;277
9414;Пита с маслом и заатаром;99;277
9415;Боул с креветками и фалафелем;129;277
9416;Кето боул с курицей;80;277
9417;Боул с курицей и табуле;80;277
9418;Жареные пельмешки;390;278
9419;Хачапури с двойным сыром;360;278
9420;Сырные крокеты;450;278
9421;Баклажан на гриле;400;278
9422;Мангал салат;550;278
9423;Салат из теплых баклажан с помидорами;390;278
9424;Тайский салат с кальмарами;550;278
9425;Салат с куриной грудкой;550;278
9426;Салат с креветками;590;278
9427;Креветки васаби;390;278
9428;Суп Том-ям;1100;278
9429;Шурпа;270;278
9430;Лагман;990;278
9431;Стейк из цыпленка с сальсой из трав;450;278
9432;Долма;690;278
9433;Свинина с грибами и сливками;650;278
9434;Цыпленок в соусе карри;990;278
9435;Курица по-тайски с рисом басмати;590;278
9436;Тажин с ножкой ягненка и кускусом;590;278
9437;Овощи на мангале;150;278
9438;Куриные крылышки;390;278
9439;Куриные крылья на гриле;410;278
9440;Манты 3 шт.;350;278
9441;Хинкали классические 3 шт.;240;278
9442;Хинкали 20 шт.;200;278
9443;Филе целого сибаса;200;278
9444;Картофель фри;139;279
9445;Картофель фри xxl;119;279
9446;Морс клюквенный;119;279
9447;Брускетты с томатом;240;280
9448;Суп куриный с лапшой;490;280
9449;Борщ с телятиной;590;280
9450;Спагетти Карбонара;240;280
9451;Куриные котлеты с картофельным пюре;310;280
9452;Фокачча с пармезаном;350;280
9453;Брускетты с моцареллой и трюфельным маслом;710;280
9454;Брускетты с ростбифом;730;280
9455;Вителло тоннато по-пьемонтски;800;280
9456;Сельдь с картофелем;790;280
9457;Брускетты с лососем;560;280
9458;Паштет из утки с хрустящей чиабаттой;650;280
9459;Карпаччо из говядины;760;280
9460;Карпаччо из лосося;380;280
9461;Классический тартар из говядины;580;280
9462;Тартар из лосося;550;280
9463;Ассорти сыров;780;280
9464;Ассорти колбас;690;280
9465;Брускетта с крабом;530;280
9466;Буратта на фокаччо;670;280
9467;Оладьи из кабачков со слабосоленым лососем.;450;280
9468;Голубцы с уткой и сливочно-грибным соусом;420;280
9469;Пармеджано баклажано;460;280
9470;Биф бургер с беконом с картофелем фри;580;280
9471;Креветки тигровые;650;280
9472;Жульен из рапанов с вешенками, моцареллой и чиабаттой;680;280
9473;Овощной микс-салат;720;280
9474;Салат Оливье с курицей;790;280
9475;Салат Цезарь с курицей;520;280
9476;Салат с ростбифом и ореховым соусом;520;280
9477;Салат Цезарь с креветками;530;280
9478;Салат Греческий;690;280
9479;Салат Капрезе;580;280
9480;Теплый салат с морепродуктами;860;280
9481;Салат с цыпленком, томатами и кускусом;660;280
9482;Салат из креветок с авокадо и острым соусом;560;280
9483;Салат с куриной печенью, рукколой и соусом шалот;860;280
9484;Руккола с уткой и соусом Орандж;760;280
9485;Салат с копченым лососем и киноа;1100;280
9486;Теплый салат с говядиной, вешенками, картофелем;590;280
9487;Суп из белых грибов;930;280
9488;Суп из щавеля;580;280
9489;Похлебка рыбацкая;820;280
9490;Пицца Маргарита;580;280
9491;Пицца Салями чоризо;950;280
9492;Пицца Четыре сыра с грушей;1200;280
9493;Пицца Баварская;1600;280
9494;Пицца Цезарь;230;280
9495;Пицца грибная с трюфельным маслом;250;280
9496;Пицца Мясная;250;280
9497;Пицца Брезаола;130;280
9498;Пицца с тунцом;400;280
9499;Пицца Веджитальяно;400;280
9500;Пицца с ветчиной и артишоками;360;280
9501;Пицца Буратта;250;280
9502;Спагетти Болоньезе;290;280
9503;Спагетти Помадори;290;280
9504;Спагетти с морепродуктами;12000;280
9505;Тальятелле с курицей и грибами;520;280
9506;Фетучини с белыми грибами;780;280
9507;Фетучини  с лососем и креветками;1200;280
9508;Салат кайсо с ореховым соусом;490;281
9509;Ролл с лососем и авокадо;650;281
9510;Ролл с запеченным лососем;750;281
9511;Ролл с запеченным угрем;490;281
9512;Ролл "Филадельфия";350;281
9513;Ролл "Калифорния" с крабом;670;281
9514;Эдамаме с солью;1150;281
9515;Эдамаме спайси;670;281
9516;Татаки из тунца и кунжутным юдзу;650;281
9517;Тирадито лосось;580;281
9518;Тирадито тунец;590;281
9519;Тирадито хамачи;650;281
9520;Тартар из лосося;1750;281
9521;Тартар из тунца аками блюфин;250;281
9522;Тартар из сладкой креветки;250;281
9523;Тартар из говядины;250;281
9524;Тирадито из осьминога;290;281
9525;Сашими тунец аками йеллоуфин;390;281
9526;Сашими тунец блюфин аками;270;281
9527;Сашими креветка;590;281
9528;Сашими сладкая креветка;890;281
9529;Сашими лосось;750;281
9530;Сашими угорь;750;281
9531;Сашими гребешок;750;281
9532;Сашими хамачи;790;281
9533;Сашими тунец торо блюфин;830;281
9534;Сашими мадай;390;281
9535;Суши креветка;790;281
9536;Суши лосось;750;281
9537;Суши угорь;1890;281
9538;Суши тунец аками блюфин;2350;281
9539;Суши тунец аками йеллоуфин;270;281
9540;Суши гребешок;410;281
9541;Суши хамачи;270;281
9542;Суши сладкая креветка;310;281
9543;Суши мадай;690;281
9544;Тартар из говядины;850;282
9545;Севиче из сибаса с соусом маракуйя;850;282
9546;Тар-тар из форели с авокадо;1100;282
9547;Камамбер с трюфелем и брусничным соусом;590;282
9548;Перуанские гребешки запеченные в сливочном соусе;550;282
9549;Тунец со шпинатом;700;282
9550;Салат "Цезарь" с курицей;450;282
9551;Буррата с томатами;410;282
9552;Салат с помидорами и красным луком;970;282
9553;Азиатский салат с говядиной;630;282
9554;Салат с раковыми шейками и копченым лососем;930;282
9555;Салат с авокадо и креветками;1150;282
9556;Крем-суп из тыквы;780;282
9557;Уха фирменная;1085;282
9558;Куриная лапша;2870;282
9559;Том-ям с креветками и кальмаром;1350;282
9560;Ризотто с морепродуктами;390;282
9561;Ризотто с белыми грибами и трюфелем;270;282
9562;Спагетти Болоньезе;390;282
9563;Спагетти с морепродуктами;550;282
9564;Котлеты из щуки с картофельным пюре и шпинатом;300;282
9565;Стейк Муксуна со шпинатом;470;282
9566;Стейк из лосося с зелеными овощами;450;282
9567;Палтус с овощами;250;282
9568;Филе дорадо с картофелем;250;282
9569;Куриные котлеты с брусничным соусом и пюре;250;282
9570;Говяжьи щечки с перловкой и овощами;250;282
9571;Бефстроганов из говядины;390;282
9572;3 пиццы на выбор;999;283
9573;Пицца мясная;500;283
9574;Пицца из половинок;610;283
9575;Пицца четыре сыра;999;283
9576;Пицца с ветчиной и грибами;470;283
9577;Пицца с лососем и сливочным соусом;420;283
9578;Пицца с курицей и вялеными томатами;660;283
9579;Пицца двойная пепперони;610;283
9580;Пицца маргарита;450;283
9581;Пицца пепперони;720;283
9582;Пицца карбонара;470;283
9583;Пицца с грушей и горгонзолой;450;283
9584;Пицца с креветками;490;283
9585;Попкорн из креветок;620;284
9586;Сырные палочки;390;284
9587;Куриный бульон с домашней лапшой;570;284
9588;Картофельные вафли с лососем, яйцом пашот и соусом галандез;360;284
9589;Куриный шницель с грибным соусом;490;284
9590;Бургер с котлетой из мраморной говядины;620;284
9591;Брускетты с куриной печенью;1800;284
9592;Брускетты с печенью трески и перепелиным яйцом;1990;284
9593;Форшмак из сельди с ржаными тостами;740;284
9594;Тартар из говядины;490;284
9595;Тартар из тунца;620;284
9596;Мясная тарелка;590;284
9597;Сырная тарелка;430;284
9598;Магаданские креветки;590;284
9599;Большое ассорти креветок на льду;790;284
9600;Закуска из сельди с картофелем и красной икрой;750;284
9601;Тартар из лосося с авокадо и белым бальзамиком;780;284
9602;Брускетта с запеченной говядиной и карамелизированным луком;620;284
9603;Куриные крылья;760;284
9604;Жареная корюшка;590;284
9605;Мини-чебуреки с бараниной;690;284
9606;Чесночные гренки с соусом Блю-чиз;480;284
9607;Пивные креветки вареные;1200;284
9608;Пивные креветки жареные;1200;284
9609;Батат фри с пармезаном и трюфельным маслом;980;284
9610;Морепродукты и овощи в хрустящей панировке;690;284
9611;Запеченный камамбер с трюфельной пастой и чиабаттой;650;284
9612;Брускетта на бриоши с лисичками;890;284
9613;Халопеньо в панировке с сыром фета и пастрами;610;284
9614;Жареный халуми с конкассе из томатов и рукколой;690;284
9615;Хрустящие баклажаны с розовыми томатами и соусом чили BBQ;690;284
9616;Цезарь с курицей;870;284
9617;Цезарь с креветками;780;284
9618;Салат, Который я ем;2100;284
9619;Буррата со свежими томатами и соусом песто;860;284
9620;Салат с печеным лососем и цитрусовой заправкой;610;284
9621;Салат с креветками, авокадо и сыром фета;940;284
9622;Салат с осьминогом, запеченным картофелем и бальзамическим соусом;380;284
9623;Салат с уткой по-пекински и малиновым соусом;380;284
9624;Салат с лисичками, камамбером и ягодами;590;284
9625;Зеленый салат с креветками, кальмаром;240;284
9626;Киноа боул с лососем и яйцом пашот;140;284
9627;Том-ям с креветками, мидиями и кальмаром;360;284
9628;Окрошка;360;284
9629;Грибной крем-суп с гренками;360;284
9630;Мидии в соусе рокфор;890;284
9631;Мидии в томатном соусе;890;284
9632;Мидии в соусе из белого вина;460;284
9633;Мидии в соусе том ям;240;284
9634;Мидии в сливочном соусе;380;284
9635;Баклажаны по-домашнему;430;285
9636;Хачапури по-аджарскии;240;285
9637;Хинкали микс 3 шт.;240;285
9638;Хинкали с бараниной 3 шт.;450;285
9639;Хинкали с сыром 3 шт.;320;285
9640;Черноморская барабулька;850;285
9641;Сациви из курицы;430;285
9642;Пхали из шпината;450;285
9643;Пхали из фасоли;430;285
9644;Пхали из рубленной свеклы;450;285
9645;Ассорти пхали;320;285
9646;Аджапсандали;350;285
9647;Букет из маринованных овощей;530;285
9648;Гебжалия;380;285
9649;Букет из свежих овощей и зелени;390;285
9650;Жаренный сыр сулугуни с помидорами;550;285
9651;Жаренные грибы с сулугуни;430;285
9652;Лобио по-мегрельски;180;285
9653;Долма;240;285
9654;Сыр имеретинский;240;285
9655;Сыр сулгуни молочный;580;285
9656;Сыр сулгуни копченый;630;285
9657;Ассорти грузинских сыров;630;285
9658;Чечил;650;285
9659;Салат по-грузински;780;285
9660;Салат «Цезарь» с курицей;650;285
9661;Салат с помидорами;650;285
9662;Суп «Харчо»;750;285
9663;Борщ;450;285
9664;Суп «Чихиртма»;250;285
9665;Хачапури по-мегрельски;90;285
9666;Хачапури по-имеретинскии;90;285
9667;Лобиани;160;285
9668;Мчади 1 шт г;200;285
9669;Чвиштари 1 шт г;250;285
9670;Грузинский лаваш шоти;250;285
9671;Хинкали с картофелем и грибами 3 шт.;1250;285
9672;Брускетта с сыром раклет и теплым ростбифом;390;286
9673;Брускетта с сыром раклет и рубленным помидором;550;286
9674;Бургер с котлетой из мраморной говядины и сыром раклет;210;286
9675;Молодой картофель с сыром раклет;390;286
9676;Картофель фри;360;286
9677;Салат коул слоу;450;286
9678;Брускетта с сыром раклет и запеченным баклажаном;210;286
9679;Брускетта с трюфелем и вялеными помидорами;130;286
9680;Брускетта со страчателлой и креветками;130;286
9681;Попкорн из креветок;490;287
9682;Нэмы с курицей и креветками 5 шт.;440;287
9683;Том-ям;450;287
9684;Фо бо 730/60;390;287
9685;Жареная лапша с курицей в соусе карри;250;287
9686;Жареная лапша с говядиной в устричном соусе;180;287
9687;Тартар из тунца с рисовыми чипсами;350;287
9688;Битые огурцы;440;287
9689;Капуста кимчи;580;287
9690;Креветочные чипсы;450;287
9691;Салат "Ном Га";410;287
9692;Салат "Нам Дао";490;287
9693;Салат "Ном Соай Том";200;287
9694;Салат "Доу Чуа";200;287
9695;Рисовая каша с даши и желтком;270;288
9696;Сэндвич с пастрами;440;288
9697;Яйца пашот на бриоши с лососем;250;288
9698;Большой авокадо тост с яйцом пашот;270;288
9699;Чизкейк Нью-Йорк;250;288
9700;Цитрусовый фильтр - тоник;390;288
9701;Сырники;430;288
9702;Каша овсяная с жареным бананом;300;288
9703;Гранола с йогуртом;490;288
9704;Французский тост с бананом и ягодами;390;288
9705;Сэндвич с курицей, печеной морковью и васаби майонезом;150;288
9706;Яйца пашот на бриоши с пастрами;450;288
9707;Хумус;150;288
9708;Сэндвич овощной;150;288
9709;Скрембл с авокадо и томатами;350;288
9710;Салат с бэби-картофелем и лососем гравлакс;250;288
9711;Салат с бэби-картофелем и пастрами;250;288
9712;Нисуаз с лососем;200;288
9713;Норвежский рыбный суп;350;288
9714;Кекс Банана-брэд с голубикой и шоколадом;350;288
9715;Шоколадный кекс с меренгой;150;288
9716;Конфеты КОКО;150;288
9717;Гранола;150;288
9718;Лосось гравлакс;300;288
9719;Намазка из сыра, йогурта и шпината;330;288
9720;Песто с кешью и изюмом;950;288
9721;Куриная грудка су-вид;580;288
9722;Чимичурри;600;288
9723;Кофе Латте;800;288
9724;Кофе Раф Ванильный;750;288
9725;Фреш Апельсиновый;330;288
9726;Чай Облепиховый;700;288
9727;Гедза со свининой 5 шт.;260;289
9728;Рамен «Мисо» со свининой;490;289
9729;Рамен «Карри» с курицей;440;289
9730;Терияки дон;260;289
9731;Якисоба с терияки;290;289
9732;Гедза с курицей 5 шт.;520;289
9733;Гедза с креветками 5 шт.;490;289
9734;Карааге;420;289
9735;Рамен «Согабе»;420;289
9736;Рамен «Мисо»;690;289
9737;Рамен «Тонкоцу»;440;289
9738;Карри доширак;430;290
9739;Крабдог по-московски;330;290
9740;Биф-дог;290;290
9741;Краб-дог;350;290
9742;Палтус-дог;410;290
9743;Кета-дог;390;290
9744;Корюшка магаданская;250;290
9745;Кальмар командорский;250;290
9746;Барабулька;250;290
9747;Креветки семечки;250;290
9748;Фиш&чипс;180;290
9749;Салат Греческий;150;291
9750;Салат Коул-Слоу;150;291
9751;Салат Цезарь;140;291
9752;Салат Наполи;150;291
9753;Чизкейк Нью-Йорк;150;291
9754;Pepsi;150;291
9755;Салат Кантри;50;291
9756;Пышная пицца Шампиньонелла;90;291
9757;Стрипсы куриные;270;292
9758;Картофель по-деревенски;370;292
9759;Chiken бургер;540;292
9760;BEEF бургер;290;292
9761;Steak-Fish бургер;270;292
9762;Куриный бульон;150;292
9763;Крылья куриные;260;292
9764;Кольца кальмара;490;292
9765;Картофель фри;390;292
9766;Гренки чесночные к пиву;290;292
9767;Сырные палочки;300;292
9768;Молодой картофель запеченный с розмарином;240;292
9769;Овощи гриль;50;292
9770;Salmon Fresh Salad;50;292
9771;A&T Salad;50;292
9772;Roast-Beef Salad;50;292
9773;Tuna Salad;50;292
9774;Chiken Salad;450;292
9775;Fresh Salad;460;292
9776;Coleslaw Salad;425;292
9777;Сэндвич с курицей;350;292
9778;Сэндвич с ростбифом;290;292
9779;Сэндвич с лососем;150;292
9780;Сэндвич с тунцом;80;292
9781;Сэндвич сырный;120;292
9782;Соус BBQ;120;292
9783;Соус Кетчуп;120;292
9784;Креветки васаби;850;293
9785;Мисо-суп классический;550;293
9786;Острый суп с лососем;950;293
9787;Ролл Калифорния с крабом;350;293
9788;Ролл с копченым лососем;850;293
9789;Ролл Черный дракон;950;293
9790;Бобы эдомаме с солью;850;293
9791;Острые бобы эдомаме;550;293
9792;Японский омлет;250;293
9793;Креветки темпура;4200;293
9794;Спринг-ролл с креветкой;1900;293
9795;Салат с кубиками авокадо в сладком соусе;750;293
9796;Салат из шпината;950;293
9797;Японский зеленый салат;1900;293
9798;Салат с морепродуктами;3900;293
9799;Мисо-суп с креветкой и грибами;2500;293
9800;Японский суп Том-Ям;6500;293
9801;Ролл с тунцом и трюфелем;14000;293
9802;Ролл с желтохвостом и трюфелем;9900;293
9803;Ролл с лососем и трюфелем;650;293
9804;Ролл Калифорния с лососем;1500;293
9805;Ролл с креветкой темпура;2100;293
9806;Ролл Фумисава с лососем;450;293
9807;Суп-гуляш австрийский;289;294
9808;Бургер "Классический";149;294
9809;Ролл с лососем;255;294
9810;Ролл "Филадельфия";255;294
9811;Шашлычки из тигровых креветок;405;294
9812;Картофель фри;309;294
9813;Сельдь с картофелем и чесночными гренками;89;294
9814;Сэндвич "Цезарь";75;294
9815;Клаб-сэндвич с картофелем фри;69;294
9816;Брускетта со шпротами;595;294
9817;Кесадилья с курицей;259;294
9818;Шаурма с курицей;299;294
9819;Виноград;235;294
9820;Ананас;295;294
9821;Киви;355;294
9822;Грейпфрут;109;294
9823;Апельсин;499;294
9824;Яблоко;199;294
9825;Сырная тарелка;279;294
9826;Капрезе;115;294
9827;Оливки Гигант с косточкой, Греция;345;294
9828;Чесночные гренки;475;294
9829;Сырные шарики;235;294
9830;Куриные наггетсы;325;294
9831;Луковые кольца в кляре;289;294
9832;Куриные крылышки;275;294
9833;Пивные снеки;259;294
9834;Кольца кальмара в кляре с фирменным соусом;305;294
9835;Жареные креветки со сладким чили-соусом;265;294
9836;Кальмар вяленый, стружка;365;294
9837;Крекерс с сырным соусом;379;294
9838;Пельмени Фри;329;294
9839;Сырное Ассорти к Пиву;439;294
9840;Сыр Чечил;439;294
9841;Сыр Скаморца;455;294
9842;Жареный Сыр Сулугуни;469;294
9843;Сырные палочки Моцарелла;505;294
9844;Арахис соленый жареный;459;294
9845;Фисташки жареные соленые;489;294
9846;Салат из свежих овощей;39;294
9847;Салат "Неттуно";55;294
9848;Салат "Цезарь" с обжаренной куриной грудкой;55;294
9849;Салат "Цезарь" с тигровыми креветками;55;294
9850;Салат с рукколой и тигровыми креветками;59;294
9851;Салат "Коул слоу";59;294
9852;Салат "Оливье" с красной икрой;75;294
9853;Салат с говяжьим языком и имбирным соусом;125;294
9854;Салат со слабосоленым лососем и яйцом пашот в горчичной заправке;149;294
9855;Суп "Том-ям";339;294
9856;Суп "Солянка";325;294
9857;Лагман;325;294
9858;Бургер "Блю Чиз";315;294
9859;Бургер Shake Up с двойной котлетой;299;294
9860;Бургер с котлетой из мраморной говядины;295;294
9861;Фирменный бургер с нежнейшим мясом цыпленка;339;294
9862;Жареный рис с курицей;279;294
9863;Жареный рис с тигровыми креветками;339;294
9864;Спагетти с куриной грудкой и сливочным соусом песто;345;294
9865;Спагетти с ветчиной и грибами;399;294
9866;Спагетти с лососем;999;294
9867;Пицца "Сырная";499;294
9868;Пицца "Маргарита";419;294
9869;Пицца с ветчиной и грибами;255;294
9870;Пицца "Гавайская";519;294
9871;Пицца "Пепперони";185;294
9872;Пицца "Европейская";195;294
9873;Пицца "Четыре сыра";209;294
9874;Пицца "Копчёный Цыплёнок-Песто";119;294
9875;Пицца "Мясная";45;294
9876;Пицца с тигровыми креветками и сочной рукколой;45;294
9877;Пицца "Ассорти";45;294
9878;Пицца "Цыплёнок Терияки";55;294
9879;Пицца "Жульетта";45;294
9880;С Цыпленком под Кисло-Сладким соусом;229;294
9881;Пицца Цезарь;239;294
9882;Цыпленок-Бекон-Барбекю;245;294
9883;Суши «Японский омлет»;175;294
9884;Суши Чука;279;294
9885;Суши с лососем;119;294
9886;Суши «Филадельфия»;199;294
9887;Суши Тобико;595;294
9888;Суши с креветкой;279;294
9889;Суши с тунцом;279;294
9890;Minute Steak;390;295
9891;Фалафель в пите;330;295
9892;Сабих в пите;350;295
9893;Курочка в пите;340;295
9894;Пита-тост с тунцом;340;295
9895;Вода Organic water без газа 500 мл;500;295
9896;Жаренные корюшка и барабулька;450;296
9897;Драники по-домашнему;470;296
9898;Драники с языком;450;296
9899;Салат из свежих овощей;450;296
9900;Пельмени жареные из кабана;210;296
9901;Бефстроганов из оленя;470;296
9902;Раки отварные;710;296
9903;Драники с лососем;400;296
9904;Боул Papaya;500;297
9905;Atlantic ocean;500;297
9906;боул Beauty;500;297
9907;Боул Mango;500;297
9908;Салат из свежих овощей;390;298
9909;Паста Карбонара;490;298
9910;Паста Болоньезе;420;298
9911;Лазанья Рагу;390;298
9912;Фирменный Шницель;320;298
9913;Круассан с шоколадом и фундуком;390;298
9914;Салат Капрезе;450;298
9915;Крем-суп тыквенный;590;298
9916;Суп куриный с яйцом;380;298
9917;Томатный крем-суп с брынзой;550;298
9918;Гаспачо;250;298
9919;Салат с тунцом;170;298
9920;Фузилли с маслом;490;298
9921;Паста Четыре сыра;490;298
9922;Паста Песто;370;298
9923;Спагетти Арабьята;390;298
9924;Ньокки Песто;200;298
9925;Ньокки Четыре сыра;300;298
9926;Спагетти с помидорами;200;298
9927;Спагетти, свежая паста;450;298
9928;Фузили, свежая паста;200;298
9929;Казарече, свежая паста;90;298
9930;Лазанья, свежая паста;120;298
9931;Фузилли с сосисками;180;298
9932;Вареники с вишней;495;298
9933;Паста Качо & Пепе в сырной корзинке;590;298
9934;Паста с грибами;380;298
9935;Пельмени с говядиной;390;298
9936;Блинчики с говядиной;390;298
9937;Блинчики с творогом;200;298
9938;Аранчини Мортаделла;490;298
9939;Сырные шарики с беконом;690;298
9940;Моцарелла Фри;250;298
9941;Картофель Фри;250;298
9942;Наггетсы;420;298
9943;Чебурини с бараниной;300;298
9944;Лагман "Уйгурский";300;299
9945;Плов "Чайханский" с бараниной;300;299
9946;Плов "Узбекский" с говядиной;190;299
9947;Манты с говядиной;35;299
9948;Люля-кебаб из говядины;120;299
9949;Тандырная лепешка;135;299
9950;Яичница;100;299
9951;Сосиска 1 шт.;105;299
9952;Омлет;180;299
9953;Омлет с сыром;105;299
9954;Омлет с овощами;105;299
9955;Каша рисовая;105;299
9956;Каша геркулесовая;340;299
9957;Каша манная;230;299
9958;Ассорти из солений;220;299
9959;Салат "Ачик-Чучук";270;299
9960;Салат "Цезарь" с курицей;325;299
9961;Салат свежий с овощами;300;299
9962;Салат "Шакароб";315;299
9963;Салат "Оливье";270;299
9964;Салат "Овощная грядка";250;299
9965;Салат "Греческий";225;299
9966;Салат "Витаминка";225;299
9967;Шурпа с говядиной;250;299
9968;Шурпа с бараниной;210;299
9969;Суп "Мастава";85;299
9970;Борщ;85;299
9971;Суп куриный;85;299
9972;Суп с тефтелькой Угра-Ош;75;299
9973;Чучвара;75;299
9974;Окрошка;95;299
9975;Лагман жареный;60;299
9976;Жаркое из курицы;90;299
9977;Жаркое из говядины;135;299
9978;Гуляш по-восточному;95;299
9979;Манты с бараниной;80;299
9980;Пельмени по-русски с бульоном;110;299
9981;Пельмени по-русски без бульона;95;299
9982;Вареники с картошкой и луком;95;299
9983;Вареники с капустой;240;299
9984;Вареники с картошкой и грибами;135;299
9985;Сырный крем-суп;380;300
9986;Паста Карбонара;470;300
9987;Римская пицца Маргарита;600;300
9988;Римская пицца Четыре сыра;310;300
9989;Римская пицца Мясной микс;650;300
9990;Римская пицца с чоризо;400;300
9991;Ассорти оливок;450;300
9992;Фокачча с розмарином;650;300
9993;Тартар из говядины;380;300
9994;Хумус с томатами;380;300
9995;Брускетта с томатами и моцареллой;470;300
9996;Брускетта с лососем;780;300
9997;Салат из томатов и запеченного перца с брынзой;570;300
9998;Салат с курицей, персиком и горгонзолой;390;300
9999;Салат с ростбифом;480;300
10000;Салат с киноа, креветками и авокадо;500;300
10001;Марсельская уха со страчателлой;580;300
10002;Тыквенный суп с креветками;580;300
10003;Телячьи щеки с картофельным пюре;670;300
10004;Фишкейки с кус кусом, брокколи и соусом из корнишон;670;300
10005;Лосось с фисташковой корочкой и соусом из спаржи;750;300
10006;Жареная дорадо;200;300
10007;Паста с кальмарами, томатами и песто;200;300
10008;Паста с лососем в сливочном соусе;350;300
10009;Креветки темпура с соусом васаби;440;301
10010;Креветки темпура со сладко-острым соусом;390;301
10011;Баклажаны в тайском соусе с розовыми томатами;220;301
10012;Спринг-ролл с тигровыми креветками и манго;120;301
10013;Спринг-ролл с тигровыми креветками и авокадо;410;301
10014;Креветочные чипсы с соусом васаби;370;301
10015;Креветочные чипсы с сладко-острым соусом;100;301
10016;Wok с тигровыми креветками;120;301
10017;Wok с мраморной говядиной;120;301
10018;Fresh Look;295;302
10019;Картошка по-деревенски;375;302
10020;Бургер Свежий Хруст;595;302
10021;Бургер Техас;49;302
10022;Бургер Капрезе Итальяно;49;302
10023;Бургер Грин Рикко;255;302
10024;Соус песто;255;302
10025;Мороженое тропический микс манго-маракуйя;380;303
10026;Мороженое тройной шоколад;380;303
10027;Мороженое Бомба;380;303
10028;Мороженое ореховое;380;303
10029;Мороженое Пекан-карамель;380;303
10030;Мороженое манго-малина-мята;380;303
10031;Мороженое ягодный микс;380;303
10032;Мороженое клубничное;380;303
10033;Мороженое малина-фисташка;380;303
10034;Мороженое пралине-малина;450;303
10035;Да Пан Джи;1350;304
10036;Жареный рис из Янчжоу;420;304
10037;Пельмени с говядиной;100;304
10038;Манты с говядиной и луком;690;304
10039;Хворост "Цын Фын";850;304
10040;Лепешка с говядиной;800;304
10041;Суп с тофу с шанхайской капусты;950;304
10042;Суп из водорослей с яйцом;550;304
10043;Суп с рыбой и огурцом;550;304
10044;Том Ям;1700;304
10045;Жареная цветная капуста;950;304
10046;Баклажан в рыбном соусе;200;304
10047;Мапо-тофу;790;304
10048;Жареный рис с луком и яйцом;1100;304
10049;Жареный рис Мейжи;420;304
10050;Рис на пару;500;304
10051;Говядина Ханчжоу;450;304
10052;Курица в рыбном соусе;450;304
10053;Курица в кисло-сладком соусе с ананасами;480;304
10054;Курица с древесными грибами;450;304
10055;Картофель фри;450;304
10056;Хрустящая говядина по-китайски;480;304
10057;Батат в пшеничном кляре;750;304
10058;Джусай с яйцом и древесными грибами;450;304
10059;Жареные брокколи;350;304
10060;Жареный шпинат;350;304
10061;Ямс с горохом;350;304
10062;Спринг роллы;150;304
10063;Пельмени с крабом;100;304
10064;Пельмени с яйцом и джусаем;100;304
10065;Пельмени с креветками;240;304
10066;Пельмени с кроликом;450;304
10067;Жареные пельмени с говядиной;500;304
10068;Манты с овощами;550;304
10069;Манты с говядиной и джусаем;400;304
10070;Лапша с яйцом и томатами;1300;304
10071;Лапша «Бян-бян»;370;304
10072;Лапша «Фирменная»;550;304
10073;Лапша с говядиной и овощами;620;304
10074;Домашняя лапша с яйцом и томатами;1600;304
10075;Лапша по-пекински;1100;304
10076;Лапша в остром бульоне;1400;304
10077;Домашняя лапша с говядиной и китайской квашеной капустой;900;304
10078;Лапша с креветками;950;304
10079;Лапша удон с морепродуктами;1500;304
10080;Лапша удон с говядиной;2100;304
10081;Лапша удон с курицей;900;304
10082;Тарталетки с яичным суфле;650;304
10083;Мороженое Магнат Шоколадный трюфель;99;305
10084;Мороженое Магнат Манго и Красные ягоды;119;305
10085;Мороженое Магнат Double Фисташка;85;305
10086;Мороженое Магнат Double Карамель;99;305
10087;Мороженое Эkzо Драгонфрут;85;305
10088;Мороженое Cornetto Enigma Единорог;119;305
10089;Креветочные чипсы;150;306
10090;Суп «Фо-Бо»;350;306
10091;Га Чу Нот 450 г;400;306
10092;Вок с курицей;450;306
10093;Вок с говядиной;260;306
10094;Вок с креветками 450 г;250;306
10095;Креветки в кляре 8 шт.;450;306
10096;Немы со свининой 150 г;400;306
10097;Суп «Фо-Га»;100;306
10098;Суп «Фо-Чай» 700 г;150;306
