784,General Arenales,La Follette,179,619
785,Tarusan,Sherman,35,21
786,Vestmanna,Stone Corner,213,685
787,Binubusan,Veith,336,848
788,Tefé,Commercial,133,650
789,Bulbul,Barnett,951,984
790,Pátmos,Kings,270,70
791,Jasper Park Lodge,Algoma,37,154
792,Dolní Dvořiště,Glendale,381,944
793,Dashahe,Blackbird,682,973
794,Kieta,Dexter,522,459
795,Iturama,Knutson,80,631
796,Kompaniyivka,Barby,817,655
797,New Brunswick,Schiller,578,280
798,Nguékhokh,Luster,315,863
799,Oenpeotnai,Meadow Vale,562,975
800,Ridder,Donald,448,70
801,Qinghaihu,Summit,490,981
802,Duko,Westport,267,591
803,Hachiōji,Meadow Vale,914,960
804,Valašská Bystřice,Corry,935,843
805,Salyan,Farragut,413,719
806,‘Anātā,Park Meadow,601,202
807,Sanguinheira,Alpine,177,745
808,Huaguoshan,Commercial,227,81
809,Urho,Old Shore,125,864
810,Ponta Porã,Briar Crest,779,719
811,Novorossiysk,Summerview,608,128
812,Bradford,Brickson Park,937,245
813,Matanza,Mosinee,991,436
814,Tarbes,Pleasure,960,29
815,Gotovlje,Canary,557,117
816,Nizhniy Dzhengutay,Atwood,793,585
817,Kaeng Khro,Loftsgordon,86,126
818,Entradas,Walton,953,947
819,Wuma,Sutteridge,553,861
820,Narvacan,Mitchell,698,88
821,Hostavice,Park Meadow,35,745
822,Bābolsar,Hovde,145,121
823,Al Nashmah,Memorial,665,44
824,Jazovo,Oneill,391,71
825,Mulyosari,Menomonie,718,261
826,Meiyuan,Basil,346,141
827,Mikulášovice,Mcguire,512,666
828,Cayna,Graceland,699,497
829,Ambatolampy,Washington,365,662
830,Liulin,Chive,200,810
831,Alhos Vedros,Cascade,871,171
832,Otok,Lien,698,938
833,San Andres,Thompson,565,174
834,Wilczyce,Tony,88,317
835,Sudoměřice,Glacier Hill,62,333
836,Amnat Charoen,Dayton,704,887
837,Kebonagung,Nelson,463,255
838,Woloara,Kropf,669,236
839,Halmstad,Merchant,986,147
840,Dao’er,Morrow,720,671
841,Chervonohryhorivka,Summerview,844,839
842,Portela,Lakewood Gardens,153,32
843,Paris 19,Roxbury,434,222
844,Simunul,Glacier Hill,873,85
845,Ikar,Artisan,365,671
846,Manuel Antonio Mesones Muro,Prairie Rose,347,703
847,Tandou,Bluestem,668,439
848,Vogar,Roxbury,429,843
849,Vannes,Spohn,503,806
850,Wichita,Doe Crossing,834,258
851,Kamaishi,Ridge Oak,833,1
852,Arcos,Dwight,210,897
853,Lakhdenpokh’ya,Sommers,737,79
854,Klos,Esch,838,882
855,Miramar,Bultman,800,407
856,Guimarães,Northland,189,923
857,Xiongshan,Springs,205,922
858,Dolní Sloupnice,Debs,623,278
859,Domartang,Holy Cross,668,600
860,Qingduizi,Oxford,54,262
861,Daqingshan,Northview,901,556
862,Sindangkerta,Towne,4,892
863,Alfonso,Clemons,995,883
864,Galán,Birchwood,304,922
865,Wako,Milwaukee,199,526
866,Molina,Bultman,168,106
867,Loreto,Melvin,427,71
868,Karnice,Carey,650,34
869,Wangon,Oriole,715,913
870,Lwengo,Anderson,149,374
871,Marseille,Judy,269,635
872,Trenton,Kings,559,660
873,Åmål,Vera,900,722
874,Same,Steensland,180,896
875,Ibotirama,Hanson,702,391
876,Stony Hill,Towne,482,275
877,Mabusag,Tennyson,237,336
878,Banos,Eastlawn,343,425
879,Bengubelan,Grim,145,559
880,Fuxing,Charing Cross,845,392
881,Klembivka,Russell,848,753
882,Horní Cerekev,Weeping Birch,980,315
883,Grzęska,School,181,201
884,Puunage,Kingsford,55,759
885,Yuanhou,Ridgeway,857,881
886,Valence,Superior,177,673
887,Golmud,Loeprich,478,346
888,Lages,Heath,643,691
889,Hetou,Sommers,7,315
890,Casigua El Cubo,Forster,893,537
891,Fuwayriţ,International,370,750
892,Longquan,Anniversary,808,228
893,Marsa Alam,Pierstorff,643,279
894,Shilong,Montana,771,476
895,Kubangkondang,Sachtjen,603,801
896,Lumbang,John Wall,139,820
897,Kentau,New Castle,589,510
898,Nybro,La Follette,50,322
899,Kurunegala,Eastwood,463,724
900,Banjar Sandinggianyar,Gerald,51,196
901,Flandes,Artisan,951,490
902,Binangun,Loftsgordon,906,6
903,Norrköping,Bayside,740,853
904,Bilicenii Vechi,Shasta,330,253
905,Dalong,Crescent Oaks,826,527
906,Himensulan,Gulseth,848,114
907,Umbulan,Annamark,58,2
908,Ayia Napa,Carpenter,544,538
909,Washington,Moulton,29,738
910,Plátanos,Fordem,907,118
911,Prinza,Dixon,680,714
912,Doksy,Sachtjen,421,380
913,Sumiainen,Burning Wood,19,491
914,Krasnotorka,Annamark,513,911
915,Nacka,Anthes,953,930
916,Škofljica,Laurel,306,517
917,Samālūţ,Esch,976,683
918,Charlton,Anniversary,713,177
919,Liangbing,Moland,415,183
920,La Cruz de Taratara,Burning Wood,407,22
921,San Rafael,Sutteridge,87,889
922,Ginowan,Golf Course,625,883
923,Mozhong,Cambridge,239,797
924,Brampton,Blackbird,628,235
925,Cheqiao,Novick,637,179
926,Bode Sadu,Fulton,373,770
927,Pandan,Mesta,98,160
928,Sungaibengkal,Dapin,729,204
929,Oslo,Glendale,935,586
930,Chuangye,Gina,268,460
931,Montenegro,Ruskin,302,456
932,Nakatsugawa,Fair Oaks,451,624
933,Jardín América,Harbort,570,392
934,Zhusha,Surrey,764,103
935,Diffa,Welch,540,194
936,Jomboy,Straubel,361,49
937,Cabinteely,Grayhawk,592,427
938,Koper,Everett,507,831
939,Qiqin,Charing Cross,972,42
940,Tulung,Vidon,144,998
941,Jerada,Steensland,659,283
942,Xushuguan,Maryland,949,52
943,Novomykolayivka,Sheridan,940,866
944,Oetuke,Fuller,765,596
945,Banjarkemuning,Scofield,707,976
946,Huicheng,Grim,352,670
947,Dafundo,Manley,131,267
948,Escola,Claremont,382,881
949,Forquilhinha,Aberg,228,631
950,Berbera,Schiller,858,251
951,Qingyuan,Oriole,967,214
952,Stanowice,Eastwood,573,284
953,Imbituva,Continental,776,29
954,Gaotian,Shoshone,22,421
955,Rego,Menomonie,425,43
956,Kauit,Rigney,355,88
957,Amieirinha,Barby,343,480
958,Oratorio,Anniversary,120,881
959,Gunan,Texas,753,197
960,Thành phố Bạc Liêu,Kinsman,244,528
961,Svitlovods’k,Express,556,183
962,Chusovoy,Rigney,17,845
963,Keyi,Sutherland,962,197
964,Ciparasi,Northridge,307,159
965,Maulawin,Starling,561,697
966,Pasto,Brickson Park,6,528
967,Chvaletice,Weeping Birch,395,126
968,Las Vegas,Comanche,59,455
969,Alameda,Oxford,312,894
970,Fenoarivo Atsinanana,Chive,399,248
971,Jacobina,Stuart,478,615
972,Mabuhay,Glendale,269,704
973,Daxinshao,Hauk,758,68
974,Karangsonojabon,Hoard,809,110
975,Qiaozhuang,Valley Edge,769,768
976,Arthur’s Town,Ramsey,717,617
977,Kebonagung,Vera,27,619
978,Livorno,Cordelia,866,114
979,Luxi,Oriole,207,943
980,Baltimore,Eagan,888,464
981,Le Perreux-sur-Marne,Buena Vista,687,740
982,Bogotá,Independence,121,88
983,Gaillac,Melby,735,524
984,Nashville,Annamark,667,45
985,Kurovskoye,Lindbergh,306,890
986,Wŏnju,Elmside,293,750
987,Gaoqiao,Maywood,689,36
988,Shamva,Summer Ridge,936,49
989,Alto del Espino,Milwaukee,5,449
990,Loshnitsa,Kingsford,407,638
991,Marabá,Bonner,620,81
992,Baikouquan,Grayhawk,394,447
993,Punggurharjo,Mccormick,281,285
994,Zhirnovsk,6th,876,221
995,Rockford,Hagan,134,24
996,Bangangté,Saint Paul,88,965
997,Ibung,Reindahl,12,376
998,San Francisco,Pond,167,819
999,Ovsyanka,Namekagon,494,499
1000,Petrovice u Karviné,Delladonna,278,350
